ParkID,PSA,Park,FQ,Score,Facility Type,Facility Name,Address,State,Zipcode,Floor Count,Square Feet,Perimeter Length,Acres,Longitude,Latitude
98,PSA1,DuPont Courts,FY14Q1,0.915,Basketball Court,St Mary's Basketball Courts,Murray & Justin Dr,CA,94112,,7571.2012257,375.26346507,0.17381156,-122.42106171,37.73337066
100,PSA1,Richmond Playground,FY14Q1,0.988,Basketball Court,Sunnyside Basketball Courts,Terisita Ave & Melrose,CA,94127,,5666.1323908,304.64579288,0.13007702,-122.44688777,37.73295943
184,PSA1,Fay Park,FY14Q1,1,Clubhouse,James Rolph Jr Clubhouse,Potrero & Cesar Chavez St,CA,94110,1,2967.47364084,239.32732981,0.06812409,-122.4066724,37.74997723
129,PSA1,Alta Plaza,FY14Q1,0.967,Restroom,GGP5 Polo Field Bathroom,Stanyan & Great Hwy,CA,94117,1,2269.8466994,199.66123781,0.05210872,-122.49278049,37.76678507
142,PSA1,Maritime Plaza,FY14Q1,1,,,,,,,,,,,
130,PSA1,Helen Wills Playground,FY14Q1,0.988,Restroom,GGP4 Rose Garden Bathroom,Stanyan & Great Hwy,CA,94117,,1693.3252617,167.49628446,0.03887355,-122.47201293,37.77151676
149,PSA1,Telegraph Hill/Pioneer Park,FY14Q1,0.886,Restroom,States Street Restrooms,States St,CA,94114,1,298.62389649,80.84643246,0.00685549,-122.43856985,37.76376486
170,PSA1,Woh Hei Yuen Park,FY14Q1,0.902,Activity Center,GGP3 County Fair Bldg,Stanyan & Great Hwy,CA,94117,1,28191.7247907,1359.81325728,0.64719554,-122.46716526,37.76656383
115,PSA2,Koshland Park,FY14Q1,0.957,Restroom,DuPont Courts Restrooms,30th Ave & Clement,CA,94121,1,291.65593654,75.7329909,0.00669553,-122.49084001,37.78287907
125,PSA2,Hamilton Recreation Center,FY14Q1,0.973,Restroom,GGP6 Chain of Lakes Bathroom,Stanyan & Great Hwy,CA,94117,,855.37671883,118.28860667,0.01963683,-122.50180553,37.76797053
122,PSA2,Jefferson Square,FY14Q1,0.905,Restroom,GGP4 Mothers Meadow Bathroom,M.L. King Dr/19th Ave,CA,94117,,1381.33674553,154.49024443,0.03171126,-122.47668133,37.76637364
192,PSA2,Turk-Hyde Mini Park,FY14Q1,0.84,Activity Center,Lincoln Park Golf Course Clubhouse,34th Ave & Clement,CA,94121,,8288.49405798,571.17541938,0.1902784,-122.49430875,37.78226619
28,PSA3,John McLaren Park,FY14Q1,0.813,Ball Field,Parkside ball fields,28th Ave & Vicente,CA,94116,,104340.628735,1513.14170986,2.39534082,-122.48430123,37.73838541
163,PSA4,Lower Great Highway,FY14Q1,0.878,Clubhouse,Douglass Clubhouse,26th & Douglass St,CA,94114,1,1125.83014062,175.93961953,0.02584561,-122.43839743,37.74780728
84,PSA4,Parkside Square,FY14Q1,0.803,Basketball Court,Noe Valley Courts Basketball Courts,24th & Douglass St,CA,94114,,4366.99484314,273.77967126,0.10025281,-122.43903453,37.75155961
10,PSA4,Lake Merced Park,FY14Q1,0.955,Ball Field,Eureka Valley Ball Fields,100 Collingwood,CA,94114,,32412.1511184,705.06018676,0.74408358,-122.4366393,37.7595074
22,PSA5,Upper Noe Recreation Center,FY14Q1,0.934,Ball Field,Laurel Ball Fields,Euclid & Collins Streets,CA,94118,,24075.7227053,622.98768297,0.55270475,-122.45087374,37.78391437
4,PSA5,Walter Haas Playground,FY14Q1,0.982,Ball Field,Balboa ball fields,Ocean & San Jose,CA,94112,,223812.895502,5432.1560005,5.13805764,-122.44532438,37.72402602
62,PSA6,Alioto Mini Park,FY14Q1,0.959,Basketball Court,Hayes Valley Basketball Courts,Hayes & Buchanan St,CA,94102,,7077.49719648,358.39552992,0.16247763,-122.42709066,37.77609582
24,PSA6,Garfield Square,FY14Q1,0.877,Ball Field,McCoppin Ball Fields,24th & Taraval,CA,94116,,77985.770037,1152.13806504,1.7903141,-122.47987668,37.74401981
117,PSA2,Alamo Square,FY14Q1,0.988,Restroom,Gilman Bathrooms,Gilman Ave & Griffith,CA,94124,,378.6686028,94.25731914,0.00869307,-122.38877192,37.71717866
137665,PSA3,Louis Sutter Playground,FY14Q1,0.793,,,,,,,,,,,
28,PSA3,John McLaren Park,FY14Q1,0.837,Ball Field,Parkside ball fields,28th Ave & Vicente,CA,94116,,104340.628735,1513.14170986,2.39534082,-122.48430123,37.73838541
66,PSA5,Balboa Park,FY14Q1,0.897,Basketball Court,J. P. Murphy Basketball Courts,1960 9th Ave,CA,94116,,5492.96238447,305.76962535,0.12610157,-122.46492925,37.75169429
756669,GGP,Golden Gate Park - Section 5,FY14Q1,0.769,,,,,,,,,,,
157,PSA3,Selby-Palou Mini Park,FY14Q1,0.923,Clubhouse,Cabrillo Clubhouse,38th Ave  &  Cabrillo,CA,94121,1,1379.55095637,194.20797613,0.03167026,-122.49845418,37.77309962
45,PSA3,Youngblood Coleman Playground,FY14Q1,0.953,Basketball Court,Argonne: Basketball,18th Ave  &  Geary Blvd,CA,94121,,4209.02369353,268.01064089,0.09662627,-122.47793647,37.77928896
63,PSA6,Mission Dolores Park,FY14Q1,0.768,Basketball Court,Head/Brotherhood Basketball Courts,Head St & Brotherhood Way,CA,94112,,5011.46119745,296.28422135,0.11504778,-122.46417493,37.7126251
191,PSA6,Kid Power Park,FY14Q2,0.978,Clubhouse,Laurel Hill Clubhouse,Euclid & Collins St,CA,94118,1,1340.11904178,184.90093265,0.03076502,-122.45120921,37.78370026
180,PSA5,Sunnyside Conservatory,FY14Q2,0.971,Clubhouse,Grattan Clubhouse,1180 Stanyan St,CA,94117,1,2468.96985103,240.14986476,0.05667998,-122.45197204,37.76269549
22,PSA5,Upper Noe Recreation Center,FY14Q2,0.9,Ball Field,Laurel Ball Fields,Euclid & Collins Streets,CA,94118,,24075.7227053,622.98768297,0.55270475,-122.45087374,37.78391437
141,PSA1,Portsmouth Square,FY14Q2,0.775,Restroom,Lower Great Hwy Wawona Bathrooms,Great Hwy & Noriega,CA,94122,1,3391.88708734,1046.45121399,0.07786732,-122.50634897,37.73640946
170,PSA1,Woh Hei Yuen Park,FY14Q2,0.82,Activity Center,GGP3 County Fair Bldg,Stanyan & Great Hwy,CA,94117,1,28191.7247907,1359.81325728,0.64719554,-122.46716526,37.76656383
102,PSA1,Mountain Lake Park,FY14Q2,0.852,Basketball Court,Upper Noe Basketball Courts,Day & Sanchez St,CA,94131,,5471.93703318,304.92673649,0.12561889,-122.42795075,37.74226468
28,PSA3,John McLaren Park,FY14Q2,1,Ball Field,Parkside ball fields,28th Ave & Vicente,CA,94116,,104340.628735,1513.14170986,2.39534082,-122.48430123,37.73838541
73,PSA5,Seward Mini Park,FY14Q2,1,Basketball Court,Koshland Park Basketball Courts,Page & Buchanan,CA,94102,,1589.21913452,151.93653184,0.0364836,-122.42699192,37.77327797
195,PSA5,Peixotto Playground,FY14Q2,0.968,Clubhouse,McCoppin Square Clubhouse,24th & Taraval,CA,94116,1,1220.97237056,186.16244717,0.02802978,-122.48075768,37.743533
28,PSA3,John McLaren Park,FY14Q2,1,Ball Field,Parkside ball fields,28th Ave & Vicente,CA,94116,,104340.628735,1513.14170986,2.39534082,-122.48430123,37.73838541
85,PSA4,South Sunset Playground,FY14Q2,0.872,Basketball Court,Joe Dimaggio Basketball Courts,651 Lombard St,CA,94133,,8238.44653742,368.89918681,0.18912946,-122.41205791,37.8024484
93,PSA4,Sunset Playground,FY14Q2,0.991,Basketball Court,Rochambeau Basketball Courts,24th Ave & Lake,CA,94121,,11519.3302359,640.89995279,0.26444849,-122.4846026,37.78477532
10,PSA4,Lake Merced Park,FY14Q2,0.953,Ball Field,Eureka Valley Ball Fields,100 Collingwood,CA,94114,,32412.1511184,705.06018676,0.74408358,-122.4366393,37.7595074
79,PSA5,Saturn Street Steps,FY14Q2,0.875,,,,,,,,,,,
158,PSA5,Joost-Baden Mini Park,FY14Q2,0.958,Clubhouse,Cayuga Clubhouse,Cayuga & Naglee St,CA,94112,1,3211.76397627,233.43396958,0.07373225,-122.44979162,37.71423603
176,PSA6,Mullen-Peralta Mini Park,FY14Q2,1,Activity Center,GGP1 Sharon Arts Studio,Sharon Meadow,CA,94117,2,8482.89796935,513.54125224,0.19474132,-122.4582116,37.76827229
67,PSA5,Sunnyside Playground,FY14Q2,1,Basketball Court,Jackson Basketball Courts,17th & Arkansas St,CA,94107,,9047.84159772,398.94305154,0.20771069,-122.39976107,37.76385141
70,PSA5,Miraloma Playground,FY14Q2,1,Basketball Court,Julius Kahn Basketball Courts,West Pacific Ave & Spruce St,CA,94118,,5049.66417562,295.52117196,0.1159248,-122.45432447,37.7912172
32,PSA6,Holly Park,FY14Q2,0.96,Ball Field,Silver Terrace Ball Fields,Thornton & Bayshore,CA,94124,,144641.95196,2286.76352614,3.3205356,-122.40329777,37.73298657
756670,GGP,Golden Gate Park - Section 6,FY14Q2,0.848,,,,,,,,,,,
10,PSA4,Lake Merced Park,FY14Q2,0.959,Ball Field,Eureka Valley Ball Fields,100 Collingwood,CA,94114,,32412.1511184,705.06018676,0.74408358,-122.4366393,37.7595074
188,PSA3,Palou-Phelps Park,FY14Q2,0.96,Clubhouse,Julius Kahn Clubhouse,West Pacific Ave & Spruce St,CA,94118,1,1443.45118905,163.62705969,0.03313721,-122.45373436,37.79124744
40,PSA3,Joseph Lee Recreation Center,FY14Q2,0.966,Ball Field,Youngblood Coleman Ball Fields,Mendell & Galvez,CA,94124,,47940.276475,980.14656017,1.10056171,-122.384341,37.73860918
81,PSA5,Buena Vista Park,FY14Q2,0.903,Basketball Court,Mission Dolores Basketball Courts,19th & Dolores St,CA,94110,,6114.33862854,324.16947022,0.14036646,-122.42739885,37.76103393
756670,GGP,Golden Gate Park - Section 6,FY14Q2,0.78,,,,,,,,,,,
756669,GGP,Golden Gate Park - Section 5,FY14Q2,1,,,,,,,,,,,
144,PSA1,Washington-Hyde Mini Park,FY14Q2,0.973,Restroom,Mountain Lake Restrooms,12th Ave & Lake St,CA,94118,1,907.67914558,157.99653113,0.02083753,-122.47175615,37.78697309
147,PSA1,Washington Square,FY14Q2,0.841,Restroom,Portsmouth Square Bathrooms,Washington & Walter Lum Pl,CA,94111,4,858.29910606,133.31310475,0.01970392,-122.40560121,37.79460147
45,PSA3,Youngblood Coleman Playground,FY14Q2,0.8,Basketball Court,Argonne: Basketball,18th Ave  &  Geary Blvd,CA,94121,,4209.02369353,268.01064089,0.09662627,-122.47793647,37.77928896
65,PSA4,Aptos Playground,FY14Q2,0.976,Basketball Court,Holly Park Basketball Courts,Holly Park Cir,CA,94110,,5308.3049602,303.45103125,0.1218624,-122.42038592,37.73698333
13,PSA4,Junipero Serra Playground,FY14Q2,1,Ball Field,Glen ball fields,Diamond & Farnum Street,CA,94131,,124520.486259,1891.67544541,2.85860846,-122.44059154,37.73600816
17,PSA4,Merced Heights Playground,FY14Q2,0.895,Ball Field,Jackson ball fields,17th & Arkansas Street,CA,94107,,147298.316637,1631.63027581,3.38151758,-122.39966866,37.7644047
200,PSA5,States Street Playground,FY14Q2,0.792,Clubhouse,Parque Ninos Unidos Clubhouse,23rd & Treat St,CA,94110,,2043.33632629,288.86182024,0.04690874,-122.41389356,37.75431392
100,PSA1,Richmond Playground,FY14Q2,0.989,Basketball Court,Sunnyside Basketball Courts,Terisita Ave & Melrose,CA,94127,,5666.1323908,304.64579288,0.13007702,-122.44688777,37.73295943
99,PSA1,Rochambeau Playground,FY14Q2,0.955,Basketball Court,States Street Basketball Courts,States St,CA,94114,,7840.89794171,361.90425414,0.18000297,-122.43813886,37.76370219
146,PSA1,Hyde-Vallejo Mini Park,FY14Q2,1,Restroom,Parkside Square Bathrooms,28th Ave & Vicente,CA,94116,1,402.59159726,84.4622899,0.00924227,-122.48370969,37.73833246
149,PSA1,Telegraph Hill/Pioneer Park,FY14Q2,0.974,Restroom,States Street Restrooms,States St,CA,94114,1,298.62389649,80.84643246,0.00685549,-122.43856985,37.76376486
98,PSA1,DuPont Courts,FY14Q2,0.891,Basketball Court,St Mary's Basketball Courts,Murray & Justin Dr,CA,94112,,7571.2012257,375.26346507,0.17381156,-122.42106171,37.73337066
96,PSA1,Fulton Playground,FY14Q2,1,Basketball Court,Friend Basketball Courts,270 6th St,CA,94103,,6206.83755454,325.53343636,0.14248995,-122.40664464,37.77871683
145,PSA1,Ina Coolbrith Mini Park,FY14Q2,0.739,Restroom,Noe Valley Courts Bathrooms,24th & Douglass St,CA,94114,1,391.33209888,98.01244807,0.00898378,-122.43921804,37.75148479
84,PSA4,Parkside Square,FY14Q2,1,Basketball Court,Noe Valley Courts Basketball Courts,24th & Douglass St,CA,94114,,4366.99484314,273.77967126,0.10025281,-122.43903453,37.75155961
105,PSA1,Angelo J. Rossi Playground,FY14Q2,0.906,Basketball Court,YoungbloodColeman Basketball Courts,Mendell & Galvez,CA,94124,,10461.2418713,450.06419153,0.24015803,-122.38380193,37.73816799
117,PSA2,Alamo Square,FY14Q2,0.867,Restroom,Gilman Bathrooms,Gilman Ave & Griffith,CA,94124,,378.6686028,94.25731914,0.00869307,-122.38877192,37.71717866
89,PSA4,Golden Gate Heights Park,FY14Q2,0.946,Basketball Court,Palega Basketball Courts,500 Felton,CA,94134,,7360.71353371,362.13436638,0.16897941,-122.41004368,37.72889564
68,PSA4,West Portal Playground,FY14Q2,0.939,Basketball Court,James Rolph Jr Basketball Courts,Potrero & Cesar Chavez St,CA,94110,,7643.29521634,509.15403411,0.17546662,-122.40654275,37.75007779
90,PSA4,J. P. Murphy Playground,FY14Q2,0.98,Basketball Court,Potrero Hill Basketball Courts,801 Arkansas St,CA,94107,,5816.79070531,317.60049201,0.13353567,-122.39716361,37.75692591
72,PSA5,Noe Valley Courts,FY14Q2,0.797,Basketball Court,Kelloch Velasco Basketball Courts,Kelloch & Velasco St,CA,94134,,8317.7788332,532.84981018,0.19095069,-122.41281406,37.70844554
50,PSA6,James Rolph Jr. Playground,FY14Q2,0.953,Basketball Court,Cabrillo Basketball Courts,38th Ave  &  Cabrillo,CA,94121,,7295.76407392,488.94951375,0.16748837,-122.49870696,37.77278236
191,PSA6,Kid Power Park,FY14Q2,1,Clubhouse,Laurel Hill Clubhouse,Euclid & Collins St,CA,94118,1,1340.11904178,184.90093265,0.03076502,-122.45120921,37.78370026
49,PSA6,Potrero del Sol Park,FY14Q2,0.986,Basketball Court,Buchanan St. Mall Basketball Crts,Buchanan & Grove,CA,94102,,2246.38160812,192.13835784,0.05157003,-122.42861057,37.77961618
28,PSA3,John McLaren Park,FY14Q2,0.804,Ball Field,Parkside ball fields,28th Ave & Vicente,CA,94116,,104340.628735,1513.14170986,2.39534082,-122.48430123,37.73838541
27,PSA3,Visitacion Valley Playground,FY14Q2,0.796,Ball Field,Ocean View Ball Fields,Capitol & Montana Street,CA,94112,,135493.229462,2241.10323087,3.11050899,-122.45760265,37.71549811
48,PSA3,India Basin Shoreline Park,FY14Q2,0.905,Basketball Court,Boeddeker Park Basketball Courts,295 Eddy St,CA,94102,,2591.24361113,203.78512047,0.05948701,-122.41243003,37.78432754
86,PSA4,Carl Larsen Park,FY14Q2,0.81,Basketball Court,Ocean View Basketball Courts,Capitol & Montana St,CA,94112,,5572.02031431,311.98222779,0.1279165,-122.45670775,37.71633478
88,PSA4,McCoppin Square,FY14Q2,0.849,Basketball Court,Parkside Square Basketball Courts,28th Ave & Vicente,CA,94116,,2332.72574538,203.41131,0.05355223,-122.48342987,37.73875894
9,PSA4,Rolph Nicol Playground,FY14Q2,0.976,Dog Play Area,Douglass dog play area,26th & Douglass Street,CA,94114,,70655.3372339,1153.01964642,1.62202984,-122.43889466,37.74674101
18,PSA4,Brooks Park,FY14Q2,1,Ball Field,Rolph ball fields,Potrero & Cesar Chavez Street,CA,94110,,84562.7610124,1302.17308429,1.94130164,-122.4061396,37.74951809
24,PSA6,Garfield Square,FY14Q2,0.984,Ball Field,McCoppin Ball Fields,24th & Taraval,CA,94116,,77985.770037,1152.13806504,1.7903141,-122.47987668,37.74401981
199,PSA6,Coso-Precita Mini Park,FY14Q2,1,Maintenance Facility,Mission Dolores Park Maintenance Building,19th & Dolores St,CA,94110,2,1172.48017632,140.29280117,0.02691655,-122.42685893,37.75962315
756665,GGP,Golden Gate Park - Section 1,FY14Q2,0.833,,,,,,,,,,,
155,PSA1,Muriel Leff Mini Park,FY14Q2,0.929,Clubhouse,Argonne: Clubhouse,18th Ave  &  Geary Blvd,CA,94121,1,1629.31048702,213.18216445,0.03740397,-122.47766682,37.77958789
756669,GGP,Golden Gate Park - Section 5,FY14Q2,0.986,,,,,,,,,,,
756668,GGP,Golden Gate Park - Section 4,FY14Q2,0.947,,,,,,,,,,,
756666,GGP,Golden Gate Park - Section 2,FY14Q2,0.986,,,,,,,,,,,
756666,GGP,Golden Gate Park - Section 2,FY14Q2,0.897,,,,,,,,,,,
756667,GGP,Golden Gate Park - Section 3,FY14Q2,1,,,,,,,,,,,
52,PSA2,Potrero Hill Recreation Center,FY14Q2,0.949,Basketball Court,Cayuga Basketball Courts,Cayuga & Naglee St,CA,94112,,7743.77720525,358.05812772,0.17777337,-122.45013946,37.71405211
164,PSA3,Crocker Amazon Playground,FY14Q2,0.69,Clubhouse,Excelsior Clubhouse,Russia Ave & Madrid,CA,94112,1,2747.3730508,278.83978327,0.06307126,-122.43361483,37.72024888
957226,PSA4,Chester-Palmetto Mini Park,FY14Q2,0.769,,,,,,,,,,,
66,PSA5,Balboa Park,FY14Q2,0.964,Basketball Court,J. P. Murphy Basketball Courts,1960 9th Ave,CA,94116,,5492.96238447,305.76962535,0.12610157,-122.46492925,37.75169429
34,PSA6,Coleridge Mini Park,FY14Q2,0.969,Ball Field,St Mary's Ball Fields,Murray & Justin Dr,CA,94112,,84078.5528853,1213.73295736,1.9301857,-122.42088341,37.7344511
103,PSA1,Lincoln Park,FY14Q2,0.835,Basketball Court,Walter Haas Basketball Courts,Addison & Farnum,CA,94131,,4080.7046888,264.14249975,0.09368046,-122.43480806,37.74043202
101,PSA1,Park Presidio Boulevard,FY14Q2,0.889,Basketball Court,Sunset Basketball Courts,2201 Lawton,CA,94122,,5862.00774433,325.58222614,0.13457372,-122.48655481,37.75667826
137671,PSA3,Herz Playground,FY14Q2,0.754,,,,,,,,,,,
26,PSA3,Kelloch Velasco Mini Park,FY14Q2,0.922,Ball Field,Moscone ball fields,1800 Chestnut Street,CA,94123,,209906.117877,2000.31810716,4.81880068,-122.43287515,37.80222739
47,PSA3,Hilltop Park,FY14Q2,0.875,Basketball Court,Victoria Manalo DravesBsktball Crts,Folsom & Sherman St,CA,94103,,7339.78761317,361.08977147,0.16849901,-122.40660765,37.77738554
756668,GGP,Golden Gate Park - Section 4,FY14Q2,0.986,,,,,,,,,,,
756666,GGP,Golden Gate Park - Section 2,FY14Q2,1,,,,,,,,,,,
95,PSA1,Cabrillo Playground,FY14Q2,0.989,Basketball Court,Silver Terrace Basketball Courts,Thornton & Bayshore,CA,94124,,6430.65812057,324.46297144,0.14762819,-122.40237246,37.73280967
184,PSA1,Fay Park,FY14Q2,0.944,Clubhouse,James Rolph Jr Clubhouse,Potrero & Cesar Chavez St,CA,94110,1,2967.47364084,239.32732981,0.06812409,-122.4066724,37.74997723
123,PSA2,Sgt. John Macaulay Park,FY14Q2,0.963,Restroom,GGP1 Horseshoe Pits Bathroom,Stanyan & Great Hwy,CA,94117,,349.75651841,77.8627313,0.00802934,-122.45598222,37.77374756
192,PSA2,Turk-Hyde Mini Park,FY14Q2,0.963,Activity Center,Lincoln Park Golf Course Clubhouse,34th Ave & Clement,CA,94121,,8288.49405798,571.17541938,0.1902784,-122.49430875,37.78226619
54,PSA2,Jackson Playground,FY14Q2,0.907,Basketball Court,Jose Coronado Basketball Courts,21st & Folsom,CA,94110,,6941.84702357,354.07131837,0.15936352,-122.41525922,37.75750603
164,PSA3,Crocker Amazon Playground,FY14Q2,0.977,Clubhouse,Excelsior Clubhouse,Russia Ave & Madrid,CA,94112,1,2747.3730508,278.83978327,0.06307126,-122.43361483,37.72024888
163,PSA4,Lower Great Highway,FY14Q2,0.793,Clubhouse,Douglass Clubhouse,26th & Douglass St,CA,94114,1,1125.83014062,175.93961953,0.02584561,-122.43839743,37.74780728
10,PSA4,Lake Merced Park,FY14Q2,0.932,Ball Field,Eureka Valley Ball Fields,100 Collingwood,CA,94114,,32412.1511184,705.06018676,0.74408358,-122.4366393,37.7595074
107857,PSA5,Roosevelt-Henry Steps,FY14Q2,0.95,,,,,,,,,,,
80,PSA5,Corona Heights,FY14Q2,0.911,Basketball Court,Miraloma Basketball Courts,Omar & Sequoia Way,CA,94127,,6480.24350968,333.89334191,0.14876652,-122.44913152,37.73905066
7,PSA5,George Christopher Playground,FY14Q2,0.989,Ball Field,Larsen Ball Fields,19th Avenue & Vicente,CA,94116,,20560.1826994,567.35952328,0.47199874,-122.47602952,37.74084587
113,PSA6,Duboce Park,FY14Q2,1,Restroom,Larsen Restrooms,19th Ave & Vicente,CA,94116,,323.65283913,77.38584687,0.00743008,-122.47604401,37.73945888
756666,GGP,Golden Gate Park - Section 2,FY14Q2,0.929,,,,,,,,,,,
156,PSA1,10th Avenue-Clement Mini Park,FY14Q2,0.971,Clubhouse,Boeddeker Park Clubhouse,295 Eddy St,CA,94102,2,3737.61853707,341.73327562,0.08580426,-122.41181591,37.78431772
131,PSA1,Allyne Park,FY14Q2,0.96,Restroom,GGP1 Sharon Meadow Bathroom,Sharon Meadow,CA,94117,,1925.5028652,201.75352464,0.04420364,-122.45891022,37.76818303
110,PSA1,Cow Hollow Playground,FY14Q2,1,Restroom,Bay View Restrooms,3rd & Armstrong,CA,94124,,455.10756787,85.75061007,0.01044787,-122.39302007,37.72555732
151,PSA1,Alice Marble Tennis Courts,FY14Q2,1,Restroom,Marina Green Bathrooms East,Marina Blvd,CA,94123,1,494.31070948,93.51395156,0.01134786,-122.43453075,37.80646143
127,PSA2,Cottage Row Mini Park,FY14Q2,0.935,Restroom,GGP2 Japanese Tea Garden Women's Bathrm,Stanyan & Great Hwy,CA,94117,,390.48083205,116.41633881,0.00896424,-122.46944064,37.7704745
121,PSA2,Buchanan Street Mall,FY14Q2,0.821,,,,,,,,,,,
114,PSA2,Page-Laguna Mini Park,FY14Q2,1,Maintenance Facility,Huntington Park Maint Bldgs,California & Taylor,CA,94108,1,299.70694907,64.77327613,0.00688035,-122.4122741,37.7920544
25,PSA3,Alice Chalmers Playground,FY14Q2,0.788,Ball Field,Miraloma ball fields,Omar & Sequoia Way,CA,94127,,47658.9072215,875.96078663,1.09410234,-122.4493957,37.73853897
167,PSA4,Midtown Terrace Playground,FY14Q2,0.977,Activity Center,GGP5 Anglers Lodge,Stanyan & Great Hwy,CA,94117,1,2013.00861791,212.43984643,0.0462125,-122.49656408,37.76799666
159,PSA5,Cayuga-Lamartine Mini Park,FY14Q2,1,Clubhouse,Willie Woo Woo Wong Clubhouse,850 Sacramento St,CA,94108,2,3403.83588163,243.05796446,0.07814163,-122.40690115,37.79359973
78,PSA5,Mt. Olympus,FY14Q2,0.944,Basketball Court,Michelangelo Basketball Courts,Greenwich & Jones,CA,94133,,4157.34091877,255.5544523,0.0954398,-122.41675033,37.80101867
61,PSA6,Mission Playground,FY14Q2,1,Basketball Court,Grattan Basketball Courts,1180 Stanyan St,CA,94117,,7371.65644109,350.30567378,0.16923062,-122.45151797,37.76245816
59,PSA6,Mission Recreation Center,FY14Q2,1,Basketball Court,Gilman Basketball Courts,Gilman Ave & Griffith,CA,94124,,4238.10241446,269.28905277,0.09729383,-122.38856943,37.71697286
756668,GGP,Golden Gate Park - Section 4,FY14Q2,0.843,,,,,,,,,,,
756669,GGP,Golden Gate Park - Section 5,FY14Q2,0.912,,,,,,,,,,,
756668,GGP,Golden Gate Park - Section 4,FY14Q2,0.756,,,,,,,,,,,
756668,GGP,Golden Gate Park - Section 4,FY14Q2,0.925,,,,,,,,,,,
756670,GGP,Golden Gate Park - Section 6,FY14Q2,0.88,,,,,,,,,,,
756667,GGP,Golden Gate Park - Section 3,FY14Q2,0.861,,,,,,,,,,,
172,PSA1,Richmond Recreation Center,FY14Q2,1,Fieldhouse,GGP1 Kezar Fieldhouse S,755 Stanyan,CA,94117,,2260.34423283,232.58714591,0.05189057,-122.45598582,37.76620435
107,PSA1,Laurel Hill Playground,FY14Q2,0.986,Restroom,Alamo: Restrooms,Hayes & Steiner,CA,94117,1,479.58760374,96.29146286,0.01100986,-122.43430821,37.776068
154,PSA1,Joseph Conrad Mini Park,FY14Q2,1,,,,,,,,,,,
166,PSA1,Julius Kahn Playground,FY14Q2,0.96,Clubhouse,Gilman Clubhouse,Gilman Ave & Griffith,CA,94124,1,3479.96936258,236.52381605,0.07988942,-122.38832992,37.71682579
128,PSA1,Lafayette Park,FY14Q2,1,Restroom,GGP1 Panhandle Restroom Bldg,Stanyan & Great Hwy,CA,94117,1,1727.51549691,166.4628948,0.03965846,-122.44757749,37.77208711
129,PSA1,Alta Plaza,FY14Q2,0.948,Restroom,GGP5 Polo Field Bathroom,Stanyan & Great Hwy,CA,94117,1,2269.8466994,199.66123781,0.05210872,-122.49278049,37.76678507
112,PSA1,Yacht Harbor & Marina Green,FY14Q2,1,,,,,,,,,,,
139,PSA1,Willie Woo Woo Wong Playground,FY14Q2,0.968,Restroom,Lower Great Highway Judah Restrooms,Great Hwy & Noriega,CA,94122,1,1844.32326936,190.92887089,0.04234001,-122.5095536,37.76024004
140,PSA1,Betty Ann Ong Chinese Recreation Center,FY14Q2,1,Restroom,Lower Great Highway Taraval Restrooms,Great Hwy & Taraval,CA,94122,,5215.72066967,489.53864192,0.11973695,-122.50704685,37.7413345
108,PSA2,Bush-Broderick Mini Park,FY14Q2,1,Restroom,Alta: Restrooms,Jackson & Steiner,CA,94115,1,213.12065831,60.72910794,0.0048926,-122.43815497,37.7912412
120,PSA2,Golden Gate-Steiner Mini Park,FY14Q2,1,,,,,,,,,,,
122,PSA2,Jefferson Square,FY14Q2,0.897,Restroom,GGP4 Mothers Meadow Bathroom,M.L. King Dr/19th Ave,CA,94117,,1381.33674553,154.49024443,0.03171126,-122.47668133,37.76637364
182,PSA2,Fillmore-Turk Mini Park,FY14Q2,0.929,Clubhouse,J. P. Murphy Clubhouse,1960 9th Ave,CA,94116,2,2599.03414942,236.37915801,0.05966585,-122.46524302,37.75156572
115,PSA2,Koshland Park,FY14Q2,1,Restroom,DuPont Courts Restrooms,30th Ave & Clement,CA,94121,1,291.65593654,75.7329909,0.00669553,-122.49084001,37.78287907
125,PSA2,Hamilton Recreation Center,FY14Q2,0.93,Restroom,GGP6 Chain of Lakes Bathroom,Stanyan & Great Hwy,CA,94117,,855.37671883,118.28860667,0.01963683,-122.50180553,37.76797053
57,PSA2,Eugene Friend Recreation Center,FY14Q2,0.903,Basketball Court,Excelsior Basketball Courts,Russia Ave & Madrid,CA,94112,,5882.71172183,313.12745443,0.13504902,-122.43331869,37.71994082
56,PSA2,South Park,FY14Q2,0.917,Basketball Court,Duboce Park Basketball Courts,Duboce & Scott St,CA,94117,,4241.34373459,277.37614501,0.09736824,-122.4342058,37.76943315
193,PSA2,Esprit Park,FY14Q2,1,Clubhouse,MS Hayward Historic Clubhouse,1016 Laguna,CA,94102,,1016.86513675,169.67849563,0.0233441,-122.42668959,37.7807431
53,PSA2,McKinley Square,FY14Q2,0.909,Basketball Court,Basketball Courts,Washington & Mason St,CA,94108,,4599.31621875,285.19390368,0.10558619,-122.41204267,37.79411551
202,PSA2,Utah-18th Street Mini Park,FY14Q2,0.955,Clubhouse,Pine Lake Park Clubhouse,Sloat Blvd & Vale St,CA,94116,1,1707.81071477,191.98863539,0.0392061,-122.48719667,37.73602297
